epoch,batch_idx,t_seconds_since_start,l_align,l_uniform,l_bce,l_total,grad_norm_E,grad_norm_p_target,grad_norm_p_context,grad_norm_link_head,E_norm_mean,E_norm_p99,E_norm_max,active_seed_count,total_seed_count,mean_walk_len_valid
1,409,14.151,0.788832,-4.691255,0.281379,-3.621044,0.855839,0.409160,0.435903,0.037114,0.140095,1.283821,1.986912,710,750,12.8239
1,410,14.203,0.809414,-4.820772,0.289863,-3.721495,0.842085,0.371719,0.367312,0.062621,0.140251,1.283363,1.986983,685,725,13.1533
1,411,14.256,0.793732,-4.678448,0.279842,-3.604874,0.802031,0.450126,0.283930,0.036954,0.140424,1.285395,1.987442,610,640,11.9279
1,412,14.309,0.766601,-4.776333,0.266222,-3.743510,0.862196,0.387127,0.290862,0.025169,0.140592,1.286588,1.988514,715,750,12.4294
1,413,14.366,0.694115,-4.648777,0.275396,-3.679265,0.824439,0.362534,0.438066,0.027929,0.140743,1.286348,1.989214,725,755,12.6524
1,414,14.420,0.696928,-4.766735,0.264650,-3.805158,0.876352,0.371120,0.309462,0.031210,0.140889,1.286197,1.990150,655,685,13.1176
1,415,14.471,0.683980,-4.791584,0.260810,-3.846795,0.838480,0.308575,0.372147,0.030407,0.141030,1.285933,1.990784,710,770,12.5352
1,416,14.527,0.701641,-4.680637,0.249666,-3.729330,0.859192,0.374653,0.431770,0.040849,0.141180,1.285086,1.992524,675,690,12.3511
1,417,14.584,0.744105,-4.804630,0.248974,-3.811550,0.831136,0.490253,0.261174,0.033959,0.141333,1.284334,1.994737,680,700,12.5618
1,418,14.639,0.801637,-4.748795,0.282273,-3.664885,0.799968,0.388041,0.515413,0.055417,0.141481,1.283824,1.997050,625,655,12.3216
1,419,14.695,0.795564,-4.771875,0.283769,-3.692542,0.827107,0.497127,0.454932,0.034072,0.141642,1.283180,1.999250,630,700,12.2492
1,420,14.751,0.785549,-4.772406,0.266871,-3.719986,0.790098,0.690697,0.602844,0.021758,0.141811,1.282214,2.001829,695,740,12.2201
1,421,14.803,0.770925,-4.824924,0.265684,-3.788315,0.810859,0.580094,0.690091,0.027178,0.141985,1.279357,2.004215,645,685,12.7845
1,422,14.862,0.712651,-4.740132,0.266479,-3.761002,0.768966,0.450602,0.438523,0.039121,0.142150,1.278971,2.006215,730,780,12.3233
1,423,14.914,0.726421,-4.790864,0.272895,-3.791547,0.816284,0.664573,0.392188,0.033924,0.142318,1.278254,2.008757,710,765,12.0592
1,424,14.972,0.645533,-4.778996,0.274088,-3.859374,0.816858,0.448049,0.417503,0.029577,0.142479,1.279073,2.011513,755,800,11.8000
1,425,15.024,0.602958,-4.789394,0.262231,-3.924206,0.822787,0.653747,0.391468,0.025190,0.142619,1.279404,2.013603,725,760,12.2359
1,426,15.076,0.724728,-4.861385,0.269701,-3.866956,0.807109,0.493526,0.423900,0.021720,0.142744,1.281036,2.014974,720,745,12.2056
1,427,15.145,0.739946,-4.739543,0.272576,-3.727021,0.770601,0.496228,0.299258,0.025248,0.142859,1.282117,2.016779,725,770,12.3545
1,428,15.198,0.689891,-4.866572,0.275438,-3.901242,0.847355,0.671319,0.374371,0.032027,0.142987,1.281721,2.018879,650,690,12.2031
1,429,15.254,0.689517,-4.936985,0.245217,-4.002251,0.845467,0.498463,0.605841,0.077580,0.143112,1.280831,2.020739,605,660,12.7736
1,430,15.306,0.690615,-4.770533,0.255956,-3.823961,0.792717,0.542043,0.550598,0.060070,0.143230,1.280057,2.022130,515,565,12.6990
1,431,15.363,0.703844,-4.737749,0.247045,-3.786860,0.822987,0.515977,0.616410,0.058258,0.143347,1.278257,2.023920,630,670,12.6429
1,432,15.417,0.775902,-4.865197,0.274089,-3.815206,0.850694,0.278247,0.597404,0.048358,0.143443,1.277176,2.024971,580,620,12.6052
1,433,15.469,0.713861,-4.947024,0.281492,-3.951672,0.843196,0.744223,0.435374,0.038744,0.143560,1.274692,2.025822,635,675,12.5528
1,434,15.521,0.818275,-4.826670,0.292333,-3.716061,0.880930,0.491122,0.447283,0.043422,0.143684,1.274848,2.026185,680,750,12.1206
1,435,15.580,0.843642,-4.869866,0.305526,-3.720697,0.854747,0.576367,0.470076,0.080187,0.143804,1.273190,2.026293,570,625,11.5298
1,436,15.641,0.824887,-5.011693,0.285063,-3.901743,0.897405,0.614458,0.453118,0.051595,0.143923,1.271848,2.026013,610,640,12.4918
1,437,15.698,0.751159,-4.941659,0.269297,-3.921203,0.860676,0.415395,0.388529,0.053046,0.144052,1.271761,2.025883,610,645,12.6148
1,438,15.751,0.773494,-4.825955,0.263721,-3.788739,0.831400,0.476920,0.348390,0.029254,0.144179,1.272155,2.025648,610,655,12.5393
1,439,15.810,0.747013,-4.944805,0.273418,-3.924374,0.862874,0.664132,0.310120,0.045781,0.144315,1.271554,2.025123,535,590,11.9383
1,440,15.864,0.750574,-4.934861,0.273653,-3.910635,0.809834,0.383161,0.288886,0.040891,0.144458,1.270558,2.024747,565,590,12.6142
1,441,15.921,0.702443,-4.950658,0.254875,-3.993340,0.856542,0.606652,0.321193,0.039371,0.144587,1.269117,2.024155,530,540,12.8094
1,442,15.979,0.765504,-4.984817,0.291559,-3.927754,0.912084,0.519139,0.377259,0.025271,0.144705,1.266805,2.024029,600,620,13.3433
1,443,16.036,0.755749,-5.006368,0.292718,-3.957901,0.914910,0.576423,0.460089,0.036240,0.144822,1.265450,2.023602,615,630,12.8846
1,444,16.095,0.725425,-4.880272,0.285257,-3.869589,0.888154,0.715618,0.302264,0.040666,0.144933,1.263955,2.023958,545,575,12.4459
1,445,16.159,0.691227,-5.016267,0.272054,-4.052986,0.857111,0.567046,0.401975,0.103638,0.145043,1.262885,2.024186,575,620,13.3391
1,446,16.212,0.724539,-4.966184,0.260198,-3.981447,0.855852,0.494917,0.381563,0.084627,0.145146,1.261991,2.023974,680,730,12.3647
1,447,16.267,0.737553,-4.932713,0.266905,-3.928255,0.873575,0.720886,0.328183,0.058909,0.145254,1.261411,2.023713,625,660,12.4832
1,448,16.327,0.712147,-5.084605,0.272758,-4.099699,0.928106,0.654737,0.425155,0.025277,0.145373,1.261612,2.024339,780,820,12.4295
1,449,16.386,0.783513,-5.015096,0.270173,-3.961409,0.865974,0.367583,0.484267,0.019525,0.145512,1.262494,2.024300,910,975,12.2571
1,450,16.450,0.818813,-5.063567,0.283636,-3.961118,0.827778,0.415543,0.534725,0.032727,0.145650,1.263696,2.024218,790,845,13.2430
1,451,16.511,0.717942,-4.987861,0.296092,-3.973828,0.851546,0.581374,0.476119,0.046310,0.145784,1.263719,2.024621,670,705,12.5030
1,452,16.570,0.724014,-4.956935,0.274561,-3.958360,0.828307,0.444042,0.374303,0.051652,0.145912,1.262972,2.025429,670,700,12.9791
1,453,16.632,0.665399,-5.036573,0.285784,-4.085390,0.883894,0.444187,0.705442,0.045274,0.146042,1.260486,2.026000,730,750,11.4575
1,454,16.689,0.736748,-4.958411,0.285854,-3.935809,0.849942,0.485313,0.311914,0.057202,0.146163,1.257338,2.027096,665,695,11.9233
1,455,16.749,0.706858,-4.926507,0.267007,-3.952641,0.791856,0.280754,0.318567,0.035499,0.146271,1.254938,2.028420,735,760,12.4694
1,456,16.809,0.795479,-4.972704,0.286774,-3.890451,0.824360,0.328443,0.287523,0.049730,0.146376,1.251080,2.029201,835,895,12.3796
1,457,16.865,0.800492,-5.026793,0.287199,-3.939101,0.891413,0.457551,0.403125,0.038946,0.146496,1.247702,2.029723,710,750,12.4915
1,458,16.927,0.643384,-5.107961,0.269893,-4.194684,0.784596,0.309799,0.425813,0.020089,0.146609,1.243839,2.029838,770,820,12.4455
1,459,16.988,0.768588,-5.080481,0.267311,-4.044582,0.887431,0.353301,0.309591,0.052640,0.146717,1.240636,2.029932,715,775,12.0503
1,460,17.050,0.626631,-4.935089,0.278669,-4.029788,0.874915,0.411136,0.486025,0.022082,0.146826,1.238807,2.030415,785,825,12.0484
1,461,17.107,0.747974,-5.054718,0.272249,-4.034494,0.870125,0.460568,0.512191,0.020395,0.146940,1.237488,2.030440,825,875,12.4000
1,462,17.171,0.782847,-4.981920,0.282391,-3.916682,0.840787,0.273326,0.471021,0.023271,0.147076,1.234578,2.029768,760,780,11.8118
1,463,17.226,0.734187,-5.078069,0.259978,-4.083905,0.837811,0.369487,0.423896,0.035053,0.147208,1.232998,2.029866,695,735,12.8288
1,464,17.288,0.709588,-5.144964,0.269980,-4.165396,0.833738,0.687739,0.297717,0.011900,0.147347,1.228977,2.030278,635,700,12.1276
1,465,17.343,0.774327,-4.963516,0.261822,-3.927367,0.817894,0.332281,0.368641,0.022981,0.147481,1.226773,2.030637,610,620,12.5016
1,466,17.403,0.721276,-4.978780,0.258842,-3.998662,0.790727,0.477294,0.367993,0.031215,0.147630,1.224027,2.030309,655,705,12.8870
1,467,17.458,0.684806,-5.050146,0.252184,-4.113156,0.852356,0.516823,0.309413,0.037788,0.147767,1.223948,2.030188,490,555,13.3184
1,468,17.518,0.826703,-5.107556,0.277414,-4.003439,0.810447,0.531058,0.446473,0.024247,0.147919,1.226912,2.030458,620,635,12.4048
1,469,17.573,0.736950,-5.009275,0.268911,-4.003415,0.828998,0.397664,0.546074,0.028872,0.148070,1.226379,2.030883,615,670,12.7431
1,470,17.633,0.720281,-5.004561,0.255936,-4.028344,0.863013,0.394685,0.420168,0.042373,0.148211,1.225235,2.030886,620,660,12.9742
1,471,17.689,0.677564,-5.081834,0.243697,-4.160574,0.863143,0.618897,0.417676,0.053280,0.148339,1.222962,2.030793,680,700,11.9382
1,472,17.750,0.610932,-5.036928,0.256697,-4.169299,0.801543,0.449208,0.314414,0.031881,0.148468,1.221550,2.030564,750,790,12.8627
1,473,17.813,0.859991,-5.062545,0.292465,-3.910089,0.842249,0.496607,0.521569,0.062925,0.148598,1.221207,2.030216,650,670,12.7862
1,474,17.875,0.811105,-5.103735,0.289297,-4.003333,0.844358,0.540111,0.293407,0.083066,0.148740,1.222154,2.030530,685,715,12.9022
1,475,17.932,0.825714,-5.122567,0.281951,-4.014903,0.791619,0.461878,0.388150,0.074900,0.148900,1.220341,2.030669,775,820,12.2413
1,476,17.995,0.738894,-5.050014,0.272267,-4.038853,0.826762,0.633242,0.462216,0.065229,0.149064,1.218152,2.030175,670,705,12.5672
1,477,18.057,0.802148,-5.157285,0.285620,-4.069516,0.843340,0.692223,0.322394,0.060088,0.149235,1.218976,2.028941,810,885,12.0469
1,478,18.124,0.749423,-5.119044,0.259404,-4.110216,0.790067,0.498335,0.531668,0.027713,0.149392,1.220523,2.027397,815,855,12.6736
1,479,18.187,0.797734,-5.080144,0.272684,-4.009725,0.803443,0.467906,0.310987,0.039088,0.149545,1.222207,2.025550,740,780,12.4257
1,480,18.251,0.887801,-5.121932,0.273320,-3.960810,0.803120,0.414427,0.452290,0.057668,0.149694,1.224630,2.024256,810,855,12.1679
1,481,18.310,0.764842,-5.195707,0.269063,-4.161801,0.799714,0.550464,0.516005,0.080790,0.149849,1.224059,2.023098,810,860,13.3309
1,482,18.373,0.885806,-5.214633,0.285804,-4.043022,0.832246,0.377426,0.324979,0.066561,0.150011,1.223677,2.021713,845,905,11.9929
1,483,18.437,0.767777,-5.184814,0.288352,-4.128686,0.840096,0.293372,0.267135,0.045413,0.150161,1.225318,2.020748,885,920,12.4497
1,484,18.503,0.786715,-5.194359,0.280563,-4.127080,0.835706,0.496440,0.368290,0.046051,0.150325,1.223501,2.019666,720,765,12.6236
1,485,18.568,0.853000,-5.099022,0.272969,-3.973053,0.828177,0.661860,0.446893,0.022569,0.150484,1.221682,2.018614,860,920,12.0244
1,486,18.633,0.776999,-5.122115,0.269681,-4.075435,0.825088,0.488628,0.528654,0.055856,0.150634,1.223646,2.017550,760,810,11.9368
1,487,18.700,0.766473,-5.243634,0.256692,-4.220469,0.834650,0.364461,0.354520,0.050587,0.150782,1.224680,2.016419,845,880,12.0568
1,488,18.762,0.756543,-5.235474,0.283809,-4.195122,0.817028,0.556653,0.419973,0.072050,0.150918,1.221783,2.015058,865,905,12.0960
1,489,18.826,0.772473,-5.325769,0.282584,-4.270713,0.883897,0.685420,0.497972,0.059508,0.151056,1.221169,2.014360,760,805,12.1184
1,490,18.886,0.768869,-5.202692,0.285671,-4.148152,0.882745,0.834241,0.600598,0.054796,0.151194,1.224023,2.013348,675,700,13.1037
1,491,18.952,0.726533,-5.214373,0.258777,-4.229063,0.853209,0.496212,0.499432,0.035853,0.151334,1.221953,2.012084,685,700,12.7562
1,492,19.018,0.828873,-5.325518,0.263200,-4.233445,0.848568,0.410723,0.476367,0.023957,0.151472,1.221011,2.010525,650,670,12.7323
1,493,19.076,0.803869,-5.331624,0.284468,-4.243286,0.856989,0.563284,0.493666,0.038040,0.151608,1.220975,2.008911,660,670,12.8894
1,494,19.144,0.801909,-5.309243,0.275512,-4.231822,0.846430,0.323073,0.390418,0.010697,0.151741,1.222766,2.007630,845,890,12.9432
1,495,19.206,0.769751,-5.349046,0.277164,-4.302130,0.864065,0.368204,0.566211,0.024862,0.151862,1.223553,2.006233,700,725,12.0243
1,496,19.263,0.871143,-5.377546,0.282551,-4.223852,0.854524,0.496054,0.557499,0.028042,0.151983,1.223726,2.004776,725,755,12.3669
1,497,19.326,0.898718,-5.341230,0.274569,-4.167943,0.905123,0.381614,0.666715,0.025992,0.152106,1.220628,2.002260,610,645,12.6148
1,498,19.387,0.890444,-5.418151,0.286839,-4.240869,0.906233,0.331946,0.769425,0.044110,0.152216,1.222502,1.999655,665,700,12.5805
1,499,19.448,0.876098,-5.416996,0.297428,-4.243471,0.900146,0.334640,0.498202,0.042112,0.152342,1.221132,1.996890,700,720,12.1114
1,500,19.510,0.903653,-5.374403,0.286015,-4.184734,0.870539,0.665925,0.623722,0.019405,0.152481,1.221904,1.994052,665,705,12.3759
1,501,19.570,0.894200,-5.364132,0.257300,-4.212633,0.919089,0.433165,0.533978,0.045268,0.152614,1.223866,1.991555,790,825,12.5722
1,502,19.635,0.887611,-5.416119,0.272925,-4.255583,0.880427,0.358556,0.603659,0.029979,0.152750,1.225975,1.989899,630,680,12.0492
1,503,19.702,0.814875,-5.296363,0.282687,-4.198801,0.821635,0.443552,0.516991,0.023473,0.152875,1.220477,1.987894,770,840,12.4922
1,504,19.763,0.834347,-5.397333,0.290080,-4.272906,0.881369,0.535201,0.479042,0.035950,0.153004,1.217033,1.985946,775,835,12.5716
1,505,19.827,0.873128,-5.429643,0.297540,-4.258975,0.890700,0.627387,0.588700,0.063834,0.153145,1.214373,1.983879,660,715,11.8727
1,506,19.890,0.848713,-5.466575,0.270032,-4.347829,0.915838,0.304072,0.532383,0.030970,0.153316,1.214483,1.981594,760,810,12.4934
1,507,19.951,0.807211,-5.337145,0.272551,-4.257383,0.868148,0.363239,0.444480,0.024446,0.153504,1.213984,1.979524,680,715,12.5956
1,508,20.017,0.862978,-5.342572,0.282366,-4.197227,0.880798,0.456517,0.427774,0.037607,0.153680,1.212097,1.977427,725,750,11.8469
1,509,20.078,0.839518,-5.440161,0.281563,-4.319081,0.885906,0.587340,0.529602,0.017087,0.153867,1.211457,1.974537,695,750,11.8590
1,510,20.143,0.821137,-5.447570,0.291114,-4.335319,0.873342,0.451789,0.545933,0.027770,0.154060,1.212575,1.971155,750,790,12.1227
1,511,20.213,0.842461,-5.450299,0.276038,-4.331801,0.884244,0.626878,0.428519,0.037128,0.154264,1.213876,1.967347,760,785,12.3737
1,512,20.320,0.827845,-5.456399,0.269289,-4.359266,0.880562,0.507059,0.356427,0.049988,0.154460,1.216191,1.963893,795,860,12.4780
1,513,20.382,0.888559,-5.382627,0.270101,-4.223966,0.861232,0.359438,0.591788,0.063433,0.154665,1.216210,1.961513,815,860,11.8785
1,514,20.450,0.850485,-5.404808,0.284976,-4.269347,0.886871,0.635163,0.448722,0.093988,0.154871,1.214093,1.959155,625,675,12.2224
1,515,20.515,0.861842,-5.485350,0.274155,-4.349352,0.862633,0.866137,0.521152,0.068699,0.155077,1.213405,1.958463,800,855,12.6350
1,516,20.578,0.863331,-5.494387,0.288701,-4.342354,0.859095,0.384798,0.637317,0.032241,0.155281,1.213482,1.956623,695,730,12.6576
1,517,20.644,0.842427,-5.474506,0.270577,-4.361502,0.797576,0.549890,0.461673,0.025062,0.155481,1.211012,1.954373,820,855,12.3183
1,518,20.711,0.852184,-5.476669,0.279963,-4.344522,0.834928,0.442767,0.619462,0.036062,0.155681,1.213088,1.951535,745,800,12.0470
1,519,20.774,0.868167,-5.510028,0.297727,-4.344134,0.856290,0.621947,0.593676,0.056037,0.155898,1.212082,1.948955,760,800,12.9342
1,520,20.848,0.817291,-5.467689,0.288925,-4.361472,0.889631,0.508035,0.608849,0.062422,0.156102,1.212675,1.947089,740,780,12.1162
1,521,20.917,0.849316,-5.501636,0.287026,-4.365294,0.859251,0.429484,0.748885,0.051778,0.156295,1.209613,1.945689,755,790,12.6530
1,522,20.987,0.851607,-5.464515,0.280724,-4.332183,0.874021,0.539693,0.457587,0.044728,0.156485,1.208410,1.943871,590,625,13.0847
1,523,21.052,0.839764,-5.421914,0.260081,-4.322069,0.924781,0.471991,0.432762,0.041020,0.156675,1.205872,1.941691,580,630,13.2448
1,524,21.118,0.767007,-5.489265,0.256850,-4.465408,0.916143,0.608957,0.661971,0.030167,0.156861,1.204261,1.939442,665,695,13.4827
1,525,21.185,0.858208,-5.497674,0.292399,-4.347066,0.865178,0.564913,0.563684,0.051231,0.157046,1.202881,1.936730,750,795,13.0347
1,526,21.248,0.787638,-5.576782,0.256179,-4.532965,0.894923,0.430903,0.642345,0.043851,0.157227,1.200606,1.935188,660,710,13.1227
1,527,21.313,0.837623,-5.521256,0.273009,-4.410624,0.847859,0.672351,0.543447,0.016388,0.157406,1.197577,1.933796,800,870,12.9175
1,528,21.382,0.703302,-5.477339,0.257423,-4.516615,0.890603,0.566404,0.485271,0.032648,0.157579,1.196154,1.932417,775,805,12.7781
1,529,21.451,0.770947,-5.613175,0.251731,-4.590496,0.856372,0.421631,0.684632,0.050548,0.157756,1.195647,1.931137,775,825,12.9523
1,530,21.519,0.753840,-5.633166,0.252362,-4.626964,0.894281,0.627245,0.550508,0.054392,0.157943,1.194446,1.929442,705,745,12.3305
1,531,21.586,0.748995,-5.482501,0.265139,-4.468367,0.876000,0.424739,0.464226,0.036749,0.158129,1.193102,1.927655,780,825,12.2885
1,532,21.655,0.757881,-5.560585,0.272274,-4.530430,0.878415,0.505660,0.450843,0.019854,0.158304,1.192139,1.925095,730,765,12.7110
1,533,21.722,0.879417,-5.566305,0.277110,-4.409778,0.869108,0.462360,0.344617,0.042667,0.158468,1.190490,1.922116,715,740,12.9986
1,534,21.786,0.748436,-5.564662,0.273891,-4.542335,0.846544,0.460957,0.433892,0.031647,0.158624,1.190079,1.919097,775,820,13.0103
1,535,21.852,0.796509,-5.643184,0.272095,-4.574580,0.874221,0.463709,0.417087,0.032899,0.158771,1.194039,1.916160,775,795,12.7110
1,536,21.916,0.823772,-5.554968,0.291080,-4.440116,0.867101,0.457465,0.403269,0.046331,0.158923,1.192260,1.914487,795,850,12.6164
1,537,21.988,0.831109,-5.587540,0.282935,-4.473496,0.846505,0.582060,0.776171,0.039350,0.159089,1.189451,1.912406,765,810,12.4013
1,538,22.054,0.913237,-5.596654,0.286882,-4.396536,0.881435,0.414179,0.398795,0.035583,0.159264,1.187325,1.910322,735,780,12.3156
1,539,22.124,0.878418,-5.545394,0.280998,-4.385978,0.867102,0.370788,0.597928,0.028253,0.159448,1.187081,1.909391,680,710,12.6191
1,540,22.198,0.835677,-5.483062,0.267090,-4.380295,0.822942,0.536989,0.547518,0.033212,0.159630,1.185389,1.908713,710,765,12.6901
1,541,22.263,0.897075,-5.610946,0.267622,-4.446249,0.900929,0.473142,0.538089,0.023496,0.159804,1.187265,1.908265,580,620,12.6414
1,542,22.329,0.788853,-5.525154,0.282266,-4.454035,0.808277,0.418839,0.855304,0.036610,0.159982,1.187785,1.907224,660,690,12.7985
1,543,22.396,0.876284,-5.562984,0.290597,-4.396104,0.865783,0.489372,0.437744,0.061369,0.160179,1.188285,1.906083,600,635,12.8717
1,544,22.459,0.897764,-5.566169,0.304929,-4.363476,0.835284,0.443198,0.415274,0.080087,0.160380,1.188492,1.904374,540,575,13.1833
1,545,22.528,0.877840,-5.571788,0.307600,-4.386349,0.840023,0.461085,0.759140,0.080462,0.160586,1.190893,1.903264,755,815,12.3974
1,546,22.599,0.882459,-5.433500,0.291994,-4.259047,0.902211,0.492645,0.603659,0.039258,0.160788,1.194962,1.902971,495,535,13.2162
1,547,22.669,0.881998,-5.601708,0.276775,-4.442935,0.857412,0.515592,0.417415,0.035249,0.160986,1.200149,1.902717,715,745,13.5175
1,548,22.734,0.811255,-5.557251,0.276546,-4.469450,0.841503,0.345252,0.495885,0.046362,0.161163,1.202108,1.902806,650,660,12.9554
1,549,22.804,0.744289,-5.588558,0.276681,-4.567588,0.839487,0.338976,0.657230,0.059126,0.161342,1.201634,1.902595,770,800,12.7468
1,550,22.869,0.841116,-5.608822,0.291991,-4.475715,0.909539,0.390549,0.634952,0.032156,0.161525,1.201275,1.902072,615,645,12.7805
1,551,22.939,0.916795,-5.609118,0.313302,-4.379021,0.974897,0.534471,0.417176,0.059899,0.161689,1.202510,1.902192,265,270,13.0377
