epoch,batch_idx,t_seconds_since_start,l_align,l_uniform,l_bce,l_total,grad_norm_E,grad_norm_p_target,grad_norm_p_context,grad_norm_link_head,E_norm_mean,E_norm_p99,E_norm_max,active_seed_count,total_seed_count,mean_walk_len_valid
1,222,5.630,0.391491,-3.096353,0.273991,-2.430871,0.521926,0.336007,0.307190,0.045227,0.098180,1.145657,1.782950,575,600,11.2400
1,223,5.671,0.418261,-3.132642,0.283563,-2.430818,0.496651,0.256604,0.115235,0.019782,0.098343,1.147157,1.787955,755,790,11.1616
1,224,5.706,0.408527,-3.059561,0.277080,-2.373955,0.469711,0.228266,0.211779,0.027764,0.098495,1.147265,1.793027,600,680,10.7517
1,225,5.748,0.371356,-3.035667,0.279977,-2.384334,0.448092,0.484784,0.345763,0.025375,0.098649,1.147254,1.797660,685,750,10.8599
1,226,5.784,0.561907,-3.071345,0.287752,-2.221687,0.464028,0.255623,0.138285,0.025003,0.098805,1.148540,1.802744,660,705,10.6606
1,227,5.819,0.440923,-3.159528,0.285537,-2.433068,0.463032,0.203128,0.198389,0.029928,0.098964,1.149160,1.807208,600,655,11.5383
1,228,5.857,0.505099,-3.183309,0.281361,-2.396848,0.498202,0.280163,0.352296,0.040156,0.099125,1.151270,1.811591,600,635,10.4283
1,229,5.896,0.480585,-3.140485,0.280522,-2.379378,0.471720,0.179587,0.250163,0.023572,0.099306,1.150297,1.815263,630,670,10.1952
1,230,5.932,0.537851,-3.068669,0.273361,-2.257456,0.451781,0.070683,0.094155,0.015825,0.099466,1.151307,1.819737,645,695,10.8295
1,231,5.969,0.503669,-3.208666,0.266155,-2.438842,0.479493,0.124785,0.070982,0.016527,0.099616,1.153097,1.824460,580,610,11.1638
1,232,6.011,0.522634,-3.136334,0.271823,-2.341877,0.482298,0.264643,0.279928,0.018588,0.099784,1.152188,1.829408,690,770,10.5507
1,233,6.053,0.502046,-3.119597,0.275666,-2.341885,0.428576,0.173071,0.185525,0.014871,0.099954,1.155205,1.835014,805,850,10.8398
1,234,6.089,0.504527,-3.049594,0.270067,-2.275000,0.425194,0.259129,0.128683,0.025008,0.100118,1.156592,1.840922,755,820,10.9881
1,235,6.131,0.452477,-3.154677,0.278720,-2.423480,0.460566,0.144522,0.192596,0.046493,0.100264,1.157659,1.847004,795,855,11.0365
1,236,6.171,0.395453,-3.197574,0.270134,-2.531987,0.484779,0.062730,0.142243,0.073305,0.100416,1.157427,1.853570,560,605,11.7500
1,237,6.212,0.443381,-3.094398,0.265463,-2.385554,0.467516,0.155071,0.220717,0.050213,0.100579,1.159097,1.859359,705,775,10.6766
1,238,6.251,0.453792,-3.075480,0.269350,-2.352339,0.462535,0.178224,0.118659,0.039889,0.100752,1.161485,1.865259,750,780,11.0093
1,239,6.288,0.347362,-3.084489,0.269340,-2.467787,0.442254,0.181963,0.123757,0.028553,0.100933,1.163836,1.870791,750,810,10.7533
1,240,6.326,0.391952,-3.138140,0.261771,-2.484417,0.432520,0.213523,0.349096,0.011021,0.101112,1.165422,1.875975,605,640,11.2446
1,241,6.367,0.477790,-3.091822,0.274137,-2.339895,0.472374,0.125065,0.307706,0.026582,0.101286,1.164833,1.880663,695,780,11.8978
1,242,6.403,0.530639,-3.099870,0.295988,-2.273244,0.445220,0.104398,0.156183,0.093584,0.101435,1.164544,1.884806,745,825,10.8886
1,243,6.443,0.443687,-3.131642,0.285054,-2.402901,0.415147,0.151948,0.252057,0.064352,0.101582,1.163891,1.888422,750,815,10.8880
1,244,6.480,0.437084,-3.189424,0.286349,-2.465991,0.480267,0.166405,0.099568,0.049563,0.101705,1.161316,1.891500,740,800,11.0811
1,245,6.516,0.503786,-3.100069,0.285289,-2.310993,0.508236,0.212333,0.198710,0.049102,0.101826,1.161605,1.894301,655,710,11.4046
1,246,6.552,0.423835,-3.162366,0.253104,-2.485427,0.489352,0.226603,0.319104,0.033525,0.101938,1.162566,1.897040,615,690,11.2033
1,247,6.591,0.359032,-3.117609,0.261157,-2.497419,0.497608,0.144312,0.248621,0.022714,0.102032,1.162747,1.899423,605,665,11.7355
1,248,6.627,0.380062,-3.156507,0.246310,-2.530135,0.490957,0.328019,0.193128,0.044349,0.102141,1.164880,1.901742,605,670,11.5322
1,249,6.670,0.448288,-3.145346,0.275314,-2.421743,0.470305,0.283218,0.121433,0.013293,0.102255,1.164965,1.903931,730,785,11.3493
1,250,6.708,0.389722,-3.143533,0.265223,-2.488588,0.495759,0.182068,0.110919,0.035481,0.102373,1.165682,1.905391,505,540,10.8178
1,251,6.747,0.457577,-3.070514,0.267916,-2.345022,0.461404,0.119026,0.122688,0.035227,0.102488,1.165987,1.906886,765,820,10.9869
1,252,6.785,0.408622,-3.086642,0.261708,-2.416312,0.440854,0.165609,0.132248,0.032427,0.102620,1.165146,1.908492,785,815,10.6306
1,253,6.827,0.498435,-3.068846,0.280671,-2.289740,0.425775,0.233553,0.250406,0.032909,0.102747,1.168086,1.909960,685,750,10.5781
1,254,6.865,0.352275,-3.112302,0.277240,-2.482787,0.437063,0.282121,0.269235,0.020126,0.102855,1.169639,1.911541,660,730,11.2470
1,255,6.902,0.501757,-3.064305,0.293106,-2.269443,0.451527,0.116584,0.110790,0.042840,0.102986,1.168153,1.912947,715,770,10.0965
1,256,6.962,0.565123,-3.126629,0.271890,-2.289617,0.458692,0.122781,0.228350,0.018632,0.103146,1.169987,1.915947,700,765,10.5657
1,257,7.007,0.536569,-3.089251,0.264811,-2.287872,0.429661,0.263195,0.177840,0.022711,0.103307,1.171649,1.918536,785,870,10.1694
1,258,7.044,0.428909,-3.126028,0.288773,-2.408346,0.483486,0.336316,0.157438,0.057938,0.103478,1.171567,1.920828,685,760,10.4774
1,259,7.081,0.398199,-3.117395,0.294951,-2.424245,0.470093,0.149824,0.195044,0.043832,0.103631,1.170663,1.923243,645,700,11.3814
1,260,7.126,0.561465,-3.100978,0.295625,-2.243888,0.452939,0.207056,0.293546,0.053077,0.103794,1.171623,1.925093,685,720,11.4818
1,261,7.169,0.525535,-3.127370,0.282711,-2.319124,0.459984,0.320949,0.156086,0.033941,0.103966,1.171279,1.926647,710,765,10.6535
1,262,7.206,0.439172,-3.119526,0.274520,-2.405834,0.455805,0.139437,0.275494,0.021136,0.104126,1.171626,1.928043,630,660,11.9698
1,263,7.244,0.606574,-3.226336,0.300299,-2.319463,0.460342,0.139825,0.172367,0.029125,0.104274,1.174727,1.928872,720,805,10.3514
1,264,7.287,0.521637,-3.188314,0.289073,-2.377604,0.450997,0.321237,0.430153,0.017146,0.104434,1.174349,1.929621,710,755,10.1563
1,265,7.329,0.628410,-3.094782,0.293403,-2.172969,0.464313,0.144138,0.195850,0.018043,0.104601,1.171596,1.930665,775,815,10.9174
1,266,7.367,0.567320,-3.111235,0.285619,-2.258296,0.481946,0.094707,0.138356,0.031881,0.104785,1.177011,1.931269,660,695,10.8636
1,267,7.407,0.493118,-3.149477,0.281580,-2.374779,0.455405,0.161773,0.073199,0.045873,0.104968,1.180696,1.931963,635,670,10.8315
1,268,7.450,0.520998,-3.162276,0.293114,-2.348163,0.470875,0.148004,0.151800,0.030205,0.105144,1.179468,1.932335,570,610,11.7596
1,269,7.488,0.447941,-3.137219,0.297603,-2.391676,0.464370,0.143743,0.090475,0.066100,0.105322,1.181503,1.932334,640,675,11.3297
1,270,7.527,0.564981,-3.145443,0.296467,-2.283996,0.461907,0.150723,0.199409,0.048108,0.105495,1.183720,1.932384,570,660,12.0860
1,271,7.566,0.513741,-3.161793,0.290072,-2.357981,0.475343,0.165300,0.118983,0.027749,0.105664,1.183354,1.932162,690,720,11.3029
1,272,7.605,0.398652,-3.125404,0.283060,-2.443693,0.472348,0.167843,0.205892,0.041976,0.105829,1.185806,1.931201,630,690,10.5460
1,273,7.647,0.510226,-3.198508,0.267092,-2.421190,0.432199,0.130897,0.220291,0.038667,0.105984,1.188499,1.930566,675,710,11.3467
1,274,7.692,0.540912,-3.143682,0.287235,-2.315536,0.454266,0.138283,0.184714,0.021576,0.106147,1.189840,1.930807,620,675,11.4661
1,275,7.730,0.500487,-3.164018,0.279273,-2.384257,0.462285,0.087070,0.236061,0.025256,0.106284,1.190575,1.930949,590,650,11.6390
1,276,7.769,0.399280,-3.135305,0.279830,-2.456195,0.469294,0.174700,0.181670,0.027370,0.106435,1.191903,1.931288,600,640,11.7367
1,277,7.813,0.578016,-3.197098,0.283262,-2.335819,0.463770,0.150678,0.125212,0.036778,0.106584,1.191414,1.931763,610,660,11.2000
1,278,7.853,0.608335,-3.136952,0.280454,-2.248164,0.444258,0.172939,0.111274,0.032270,0.106731,1.190626,1.932046,615,670,10.8976
1,279,7.893,0.647015,-3.094360,0.291125,-2.156219,0.452513,0.100809,0.137027,0.037860,0.106893,1.191581,1.932188,680,730,10.1500
1,280,7.938,0.484829,-3.158244,0.280435,-2.392981,0.435500,0.210224,0.201791,0.027288,0.107054,1.191729,1.933638,560,610,12.0750
1,281,7.986,0.544264,-3.122693,0.280800,-2.297630,0.444625,0.213174,0.112224,0.023020,0.107199,1.191273,1.935584,720,770,11.4556
1,282,8.027,0.562043,-3.168508,0.280802,-2.325662,0.448160,0.300620,0.135430,0.031480,0.107353,1.193090,1.937772,770,845,11.6558
1,283,8.071,0.573128,-3.080053,0.288994,-2.217932,0.443882,0.149375,0.099715,0.019541,0.107515,1.194321,1.940656,740,805,11.8081
1,284,8.117,0.645095,-3.123880,0.282697,-2.196088,0.469631,0.149907,0.147365,0.027841,0.107681,1.194831,1.943945,615,675,10.8748
1,285,8.160,0.532133,-3.125950,0.277828,-2.315989,0.442319,0.178868,0.148673,0.026547,0.107826,1.194330,1.947240,680,725,11.1456
1,286,8.204,0.543120,-3.150048,0.274435,-2.332493,0.429582,0.171351,0.137535,0.047369,0.107976,1.189291,1.950249,685,735,11.2861
1,287,8.247,0.577883,-3.103580,0.298610,-2.227087,0.409169,0.136322,0.129915,0.033275,0.108126,1.189593,1.953364,880,940,11.0477
1,288,8.286,0.538232,-3.161710,0.275971,-2.347507,0.479276,0.343177,0.229357,0.054708,0.108257,1.188205,1.956986,615,680,11.3561
1,289,8.327,0.606805,-3.178977,0.288109,-2.284063,0.466204,0.143425,0.165944,0.033239,0.108379,1.188848,1.960554,620,680,11.6145
1,290,8.370,0.543528,-3.192670,0.281949,-2.367193,0.459497,0.288156,0.465841,0.022414,0.108520,1.189631,1.963784,770,825,11.1052
1,291,8.411,0.590403,-3.114547,0.280547,-2.243598,0.454534,0.113721,0.180512,0.017241,0.108643,1.189305,1.966864,625,655,11.4304
1,292,8.451,0.536751,-3.154429,0.271716,-2.345962,0.443634,0.197369,0.143428,0.029968,0.108789,1.190918,1.969860,605,655,10.9041
1,293,8.498,0.472154,-3.168188,0.272877,-2.423157,0.456813,0.119396,0.277382,0.027909,0.108948,1.191554,1.972321,775,880,11.4297
1,294,8.538,0.580074,-3.182747,0.280720,-2.321954,0.455254,0.129438,0.269939,0.017969,0.109107,1.191968,1.975066,635,695,11.9213
1,295,8.579,0.561172,-3.234139,0.292031,-2.380935,0.462901,0.251807,0.279805,0.035235,0.109263,1.192013,1.977373,730,790,11.2877
1,296,8.626,0.570518,-3.182032,0.311700,-2.299814,0.473515,0.168427,0.224979,0.079258,0.109421,1.190814,1.979293,620,720,11.2274
1,297,8.669,0.547912,-3.207255,0.292636,-2.366707,0.457502,0.152360,0.291146,0.040369,0.109597,1.189932,1.981751,725,800,11.1062
1,298,8.712,0.554593,-3.269579,0.279175,-2.435812,0.426378,0.185097,0.291486,0.021034,0.109777,1.194489,1.983711,685,740,11.0788
1,299,8.756,0.515246,-3.212881,0.272741,-2.424895,0.418362,0.223985,0.433114,0.021505,0.109945,1.199675,1.985540,705,755,11.1603
1,300,8.798,0.570649,-3.316529,0.281586,-2.464294,0.471500,0.281118,0.266750,0.021978,0.110128,1.202305,1.987831,595,660,11.0622
1,301,8.839,0.511494,-3.358591,0.275379,-2.571718,0.499716,0.315152,0.263441,0.050116,0.110320,1.206474,1.989926,530,560,11.0943
1,302,8.885,0.602804,-3.198703,0.273846,-2.322053,0.475628,0.241693,0.392899,0.030363,0.110502,1.208774,1.991742,605,620,12.2612
1,303,8.927,0.394689,-3.292626,0.287672,-2.610265,0.467993,0.236641,0.310157,0.017125,0.110697,1.210816,1.993430,685,750,11.7343
1,304,8.972,0.512024,-3.378526,0.278494,-2.588008,0.505615,0.370297,0.422657,0.027710,0.110892,1.211086,1.994739,675,720,11.8637
1,305,9.015,0.582237,-3.371198,0.270343,-2.518618,0.507524,0.182423,0.435066,0.035993,0.111105,1.216455,1.995827,605,640,12.0909
1,306,9.061,0.710762,-3.463774,0.272640,-2.480372,0.534776,0.233464,0.586051,0.031791,0.111324,1.219836,1.997078,640,695,11.3797
1,307,9.107,0.632807,-3.438428,0.263593,-2.542027,0.543143,0.316487,0.572162,0.035535,0.111538,1.222930,1.997605,675,730,11.3733
1,308,9.151,0.535303,-3.588325,0.266813,-2.786209,0.598165,0.276952,0.843791,0.038400,0.111738,1.225861,1.998000,710,740,11.2859
1,309,9.199,0.694296,-3.523693,0.278912,-2.550485,0.578350,0.370907,0.670622,0.005168,0.111944,1.227415,1.998444,740,815,11.1108
1,310,9.247,0.806671,-3.603951,0.306643,-2.490636,0.643273,0.312974,0.927803,0.054035,0.112153,1.229026,1.999076,770,850,10.5688
1,311,9.291,0.800382,-3.593338,0.288349,-2.504606,0.665645,0.295896,0.699605,0.043409,0.112386,1.229839,1.999905,750,800,11.0280
1,312,9.338,0.728797,-3.687181,0.309110,-2.649274,0.645774,0.443634,0.832816,0.077711,0.112658,1.232263,2.001277,715,760,10.8867
1,313,9.382,0.676346,-3.604972,0.298518,-2.630108,0.634121,0.504039,0.414920,0.042001,0.112936,1.234254,2.002509,710,775,11.0592
1,314,9.424,0.797139,-3.638731,0.300064,-2.541528,0.582235,0.383047,0.804321,0.050819,0.113222,1.235322,2.003583,775,830,10.8245
1,315,9.472,0.806875,-3.606969,0.292244,-2.507850,0.587357,0.339468,0.581931,0.035768,0.113508,1.237554,2.004630,770,830,11.3247
1,316,9.515,0.759312,-3.716041,0.294510,-2.662218,0.610885,0.425485,0.662782,0.020422,0.113790,1.243914,2.005347,750,810,10.3080
1,317,9.560,0.752801,-3.730639,0.266103,-2.711735,0.644133,0.924686,0.935674,0.063858,0.114066,1.250868,2.005868,695,745,11.2806
1,318,9.607,0.846953,-3.792968,0.288140,-2.657875,0.618039,0.502034,0.996411,0.081517,0.114370,1.258332,2.006160,660,710,11.3576
1,319,9.649,0.753572,-3.882399,0.277860,-2.850967,0.626572,0.784765,0.384882,0.050529,0.114668,1.260967,2.006284,680,735,11.4191
1,320,9.696,0.736872,-4.067460,0.285174,-3.045413,0.755955,0.734922,0.691697,0.035523,0.114957,1.263194,2.006132,695,745,11.6173
1,321,9.742,0.817894,-4.091352,0.286139,-2.987319,0.801671,1.444803,0.585602,0.034652,0.115245,1.266725,2.005787,690,725,11.0261
1,322,9.785,0.780060,-4.077722,0.285346,-3.012316,0.831650,1.723371,0.817718,0.036964,0.115517,1.268276,2.005318,765,835,11.2523
1,323,9.833,0.804623,-4.179327,0.286024,-3.088681,0.968400,1.466109,0.906120,0.023042,0.115768,1.270679,2.004863,740,795,11.7378
1,324,9.880,0.880160,-4.198905,0.274106,-3.044638,0.994696,1.916769,0.588409,0.025974,0.116049,1.273771,2.006047,625,670,11.9376
1,325,9.927,0.883731,-4.131435,0.284189,-2.963515,0.927049,0.997475,0.720887,0.029292,0.116342,1.277283,2.008482,590,640,12.2847
1,326,9.970,0.875948,-4.148172,0.276228,-2.995995,0.964716,2.223252,1.529195,0.040798,0.116655,1.279031,2.010777,600,620,11.9233
1,327,10.013,0.855301,-4.125547,0.277672,-2.992575,0.897369,0.683049,0.482966,0.031147,0.116967,1.280362,2.012884,520,545,12.3981
1,328,10.063,0.781768,-4.227655,0.278161,-3.167726,0.945953,1.626566,0.953837,0.020124,0.117283,1.279334,2.014857,730,785,11.6370
1,329,10.108,0.689459,-4.236417,0.277258,-3.269700,0.949376,0.890123,0.936322,0.025230,0.117607,1.280604,2.016597,655,695,12.6122
1,330,10.161,0.747314,-4.283910,0.287548,-3.249048,0.948990,0.831071,0.671907,0.042084,0.117918,1.282939,2.017998,570,670,10.8667
1,331,10.206,0.778068,-4.208888,0.283469,-3.147351,0.949198,0.452544,0.616698,0.023629,0.118207,1.286615,2.019084,635,710,11.7732
1,332,10.251,0.851694,-4.253724,0.285259,-3.116771,0.856812,0.584072,0.598632,0.022583,0.118511,1.290568,2.019828,665,755,11.2737
1,333,10.298,0.827337,-4.224062,0.283977,-3.112748,0.868209,0.353609,0.493692,0.009047,0.118825,1.292332,2.020292,750,845,11.1253
1,334,10.344,0.777469,-4.354371,0.278734,-3.298169,0.952475,0.454736,0.506671,0.018029,0.119174,1.293704,2.020527,755,820,11.9007
1,335,10.391,0.840850,-4.308833,0.274918,-3.193065,0.951118,0.394805,0.354197,0.026212,0.119537,1.295261,2.020501,825,870,11.5042
1,336,10.439,0.781326,-4.357456,0.278752,-3.297378,0.934212,0.562317,0.543481,0.031536,0.119903,1.296098,2.020286,785,875,11.4701
1,337,10.490,0.785258,-4.268051,0.291821,-3.190971,0.895936,0.511110,0.758201,0.048982,0.120264,1.296142,2.019965,735,790,11.7483
1,338,10.539,0.848417,-4.266944,0.278448,-3.140079,0.876454,0.934960,0.356942,0.053288,0.120629,1.296421,2.019443,710,770,11.6915
1,339,10.588,0.692505,-4.341406,0.279613,-3.369289,0.897150,0.812858,0.753939,0.030341,0.121017,1.295803,2.018841,725,815,11.9655
1,340,10.640,0.728009,-4.360635,0.285225,-3.347400,0.915254,0.365786,0.322031,0.031350,0.121425,1.295147,2.018099,750,825,11.8187
1,341,10.695,0.799584,-4.382907,0.296719,-3.286604,0.989222,0.815980,0.658720,0.017223,0.121842,1.295054,2.017556,550,635,11.0055
1,342,10.740,0.786006,-4.347855,0.287799,-3.274050,0.932209,0.495155,0.449006,0.015618,0.122273,1.295463,2.017234,695,755,11.3885
1,343,10.789,0.793052,-4.316755,0.280948,-3.242755,0.934404,0.379859,0.466378,0.011743,0.122691,1.295570,2.016798,815,890,10.8258
1,344,10.835,0.803352,-4.273650,0.280423,-3.189876,0.905709,0.395763,0.593756,0.014639,0.123106,1.295115,2.016427,725,770,11.2262
1,345,10.885,0.844696,-4.293062,0.277346,-3.171020,0.909718,0.438225,0.515844,0.034965,0.123520,1.294804,2.015865,610,640,12.3246
1,346,10.936,0.832987,-4.345342,0.267084,-3.245271,0.953325,0.316635,0.413696,0.031686,0.123931,1.295029,2.015148,590,650,11.9271
1,347,10.986,0.800844,-4.451807,0.276680,-3.374283,0.942885,0.346329,0.560246,0.025970,0.124331,1.296216,2.014320,650,670,10.9862
1,348,11.034,0.751792,-4.305625,0.275087,-3.278747,0.904728,0.372215,0.692086,0.024147,0.124705,1.297604,2.013529,715,735,11.6601
1,349,11.085,0.727214,-4.289114,0.279085,-3.282815,0.864014,0.305925,0.324460,0.033521,0.125085,1.298310,2.012556,665,720,11.4211
1,350,11.136,1.025876,-4.399468,0.289582,-3.084011,0.862507,0.422164,0.551708,0.050504,0.125467,1.298479,2.011515,530,570,11.8943
1,351,11.182,0.854886,-4.372512,0.279852,-3.237775,0.913448,0.595206,0.338753,0.035255,0.125849,1.298656,2.010467,595,640,11.8151
1,352,11.231,0.776239,-4.351237,0.272349,-3.302649,0.892617,0.404612,0.441329,0.028058,0.126236,1.299635,2.009293,605,620,12.3240
1,353,11.281,0.768753,-4.385838,0.284547,-3.332538,0.864351,0.573332,0.394459,0.022376,0.126594,1.299663,2.008185,840,895,11.3488
1,354,11.327,0.630437,-4.334120,0.279468,-3.424215,0.906403,0.878313,0.427388,0.037686,0.126936,1.298876,2.006961,635,680,12.4142
1,355,11.379,0.658132,-4.330535,0.271187,-3.401217,0.928196,0.421235,0.459312,0.056316,0.127273,1.299287,2.005654,680,740,11.7882
1,356,11.426,0.748631,-4.344399,0.264773,-3.330996,0.885753,0.683334,0.546447,0.045922,0.127597,1.299181,2.004510,625,670,11.9600
1,357,11.473,0.637398,-4.369349,0.261785,-3.470167,0.833821,0.525603,0.450279,0.043692,0.127917,1.299301,2.003277,715,760,11.6909
1,358,11.523,0.649896,-4.345510,0.271604,-3.424010,0.851089,0.597458,0.891448,0.039960,0.128229,1.299266,2.002580,580,600,13.0276
1,359,11.570,0.724610,-4.374154,0.285818,-3.363726,0.819910,0.697187,0.484278,0.019788,0.128531,1.299656,2.001693,785,825,12.1975
1,360,11.622,0.764762,-4.343709,0.299855,-3.279092,0.866679,0.490582,0.514136,0.042516,0.128830,1.299964,2.000730,685,750,11.3036
1,361,11.670,0.704394,-4.351091,0.282182,-3.364515,0.797815,0.420684,1.099117,0.012067,0.129122,1.299446,1.999750,895,965,11.3173
1,362,11.722,0.756516,-4.371407,0.281690,-3.333200,0.796983,0.382429,0.385359,0.039209,0.129412,1.298683,1.998761,740,775,11.6878
1,363,11.775,0.790382,-4.440570,0.291911,-3.358277,0.846457,0.345868,0.440762,0.019651,0.129689,1.298256,1.997736,785,840,10.8688
1,364,11.825,0.689107,-4.405663,0.280251,-3.436306,0.833684,0.372799,0.452088,0.045904,0.129964,1.297669,1.996887,730,800,12.1493
1,365,11.873,0.782718,-4.362616,0.277402,-3.302495,0.770262,0.340110,0.494245,0.019165,0.130238,1.298974,1.996161,765,845,11.5046
1,366,11.920,0.767018,-4.452438,0.289511,-3.395910,0.828399,0.644110,0.311191,0.034044,0.130530,1.297913,1.995521,820,875,11.6488
1,367,11.973,0.726181,-4.368947,0.276781,-3.365985,0.827950,0.593278,0.459719,0.014504,0.130847,1.296826,1.994829,855,930,10.9754
1,368,12.026,0.699611,-4.384496,0.275663,-3.409222,0.808442,0.479812,0.361039,0.027308,0.131171,1.295949,1.994184,840,875,11.7631
1,369,12.080,0.633463,-4.610799,0.279996,-3.697339,0.872853,0.452829,0.311398,0.012037,0.131501,1.295351,1.993126,900,965,11.5844
1,370,12.136,0.652627,-4.409833,0.275822,-3.481384,0.841594,0.536875,0.407658,0.018431,0.131828,1.295168,1.992101,785,835,11.8153
1,371,12.184,0.779697,-4.512907,0.278405,-3.454804,0.892573,0.416979,0.297865,0.031508,0.132134,1.295210,1.990915,705,740,12.2241
1,372,12.238,0.646432,-4.372114,0.271662,-3.454020,0.852975,0.449364,0.474318,0.022567,0.132430,1.295336,1.989542,790,840,12.3835
1,373,12.286,0.557462,-4.404652,0.276983,-3.570208,0.847115,0.357203,0.370115,0.039271,0.132718,1.295951,1.988121,740,795,11.6405
1,374,12.345,0.698790,-4.436754,0.283873,-3.454091,0.886144,0.516104,0.289720,0.024246,0.133004,1.294865,1.987163,790,845,11.7848
1,375,12.392,0.812371,-4.438201,0.306920,-3.318911,0.821777,0.398550,0.389551,0.054442,0.133285,1.293812,1.986333,620,655,11.5613
1,376,12.443,0.777033,-4.442749,0.289191,-3.376525,0.825168,0.341852,0.439099,0.027948,0.133567,1.293087,1.986302,680,735,11.8485
1,377,12.495,0.770127,-4.433006,0.282426,-3.380454,0.835688,0.340850,0.482000,0.023618,0.133835,1.292686,1.986451,660,680,12.7182
1,378,12.545,0.850557,-4.331431,0.287144,-3.193730,0.786985,0.603208,0.378838,0.037030,0.134090,1.292177,1.986860,620,660,12.7113
1,379,12.599,0.681222,-4.429593,0.270671,-3.477700,0.796836,0.657509,0.531567,0.049579,0.134350,1.291979,1.987011,655,690,11.6198
1,380,12.648,0.771030,-4.354905,0.284322,-3.299552,0.772261,0.349292,0.296813,0.064344,0.134581,1.290930,1.986807,540,575,11.8889
1,381,12.697,0.742475,-4.425969,0.279873,-3.403621,0.836251,0.530956,0.403160,0.037641,0.134816,1.291783,1.985721,640,680,11.6859
1,382,12.749,0.775755,-4.479037,0.287982,-3.415300,0.848361,0.579351,0.467968,0.038473,0.135040,1.292809,1.984752,590,610,12.1831
1,383,12.803,0.765531,-4.462711,0.289651,-3.407529,0.838846,0.425106,0.427365,0.019931,0.135260,1.292217,1.984250,605,680,11.2744
1,384,12.851,0.718865,-4.383620,0.272211,-3.392545,0.796569,0.604143,0.439601,0.022708,0.135482,1.291206,1.983450,705,730,12.7489
1,385,12.904,0.732294,-4.580884,0.271419,-3.577171,0.862901,0.389477,0.577633,0.023332,0.135685,1.290374,1.982877,650,685,11.8338
1,386,12.955,0.787420,-4.443337,0.257147,-3.398770,0.858710,0.320167,0.477885,0.030368,0.135896,1.290158,1.981997,630,670,12.7444
1,387,13.003,0.785522,-4.505076,0.277897,-3.441657,0.837735,0.544564,0.346838,0.028966,0.136103,1.291656,1.981565,540,580,11.8204
1,388,13.055,0.669432,-4.496690,0.282552,-3.544706,0.845358,0.472709,0.414128,0.060393,0.136287,1.294042,1.982020,615,665,11.6553
1,389,13.104,0.702775,-4.427618,0.272564,-3.452279,0.822789,0.252027,0.408405,0.033298,0.136477,1.291974,1.982490,570,610,12.0825
1,390,13.161,0.709733,-4.575031,0.277535,-3.587763,0.851881,0.173379,0.414905,0.047553,0.136685,1.291469,1.983013,650,725,12.3200
1,391,13.211,0.760503,-4.439851,0.284319,-3.395029,0.800637,0.566902,0.269962,0.056038,0.136885,1.291565,1.983541,695,745,11.9871
1,392,13.260,0.738664,-4.609139,0.286755,-3.583721,0.802899,0.335644,0.282970,0.026372,0.137088,1.291430,1.984340,740,795,11.9068
1,393,13.309,0.758120,-4.567772,0.271728,-3.537924,0.818583,0.327612,0.409914,0.069974,0.137293,1.291837,1.984963,685,730,12.4190
1,394,13.358,0.797987,-4.505217,0.315886,-3.391345,0.827712,0.420345,0.173687,0.074091,0.137509,1.292072,1.985834,805,845,11.8981
1,395,13.407,0.752142,-4.530604,0.291733,-3.486729,0.838618,0.732122,0.271183,0.077640,0.137720,1.292217,1.986367,650,675,12.1569
1,396,13.463,0.762705,-4.620380,0.292406,-3.565269,0.813963,0.503593,0.394908,0.039035,0.137923,1.292951,1.986977,765,815,11.8601
1,397,13.516,0.699468,-4.547750,0.284576,-3.563707,0.763588,0.345646,0.341156,0.062311,0.138127,1.293669,1.987284,615,675,11.8211
1,398,13.571,0.693207,-4.622813,0.273569,-3.656037,0.829497,0.719050,0.356781,0.014593,0.138326,1.293997,1.987454,700,755,12.2743
1,399,13.622,0.616377,-4.644256,0.261668,-3.766211,0.782996,0.492009,0.383116,0.026980,0.138517,1.292865,1.987447,720,780,11.8583
1,400,13.674,0.673523,-4.577560,0.274422,-3.629616,0.840852,0.623483,0.556568,0.026568,0.138697,1.291407,1.987292,585,660,11.8752
1,401,13.728,0.712963,-4.573908,0.285679,-3.575267,0.811226,0.299157,0.562557,0.043717,0.138869,1.289847,1.987112,560,605,12.6161
1,402,13.780,0.706968,-4.707625,0.277273,-3.723384,0.833957,0.547253,0.407770,0.044578,0.139040,1.289116,1.987901,640,675,11.8187
1,403,13.830,0.734306,-4.687837,0.282374,-3.671157,0.774811,0.262607,0.391258,0.032593,0.139204,1.288791,1.988477,795,835,11.9082
1,404,13.885,0.777272,-4.739562,0.270522,-3.691767,0.809475,0.314075,0.491724,0.021774,0.139357,1.287899,1.988235,715,745,12.0210
1,405,13.936,0.753712,-4.645701,0.270915,-3.621074,0.791995,0.705846,0.374115,0.033590,0.139507,1.285213,1.987609,800,830,12.2837
1,406,13.989,0.694024,-4.752036,0.266258,-3.791754,0.804144,0.341978,0.281485,0.044210,0.139642,1.284163,1.987318,580,615,12.2966
1,407,14.042,0.720175,-4.790408,0.279539,-3.790694,0.797170,0.300390,0.601608,0.018774,0.139787,1.287127,1.987370,745,795,12.4980
1,408,14.095,0.616728,-4.770224,0.268291,-3.885205,0.873706,0.453829,0.349690,0.037795,0.139935,1.286205,1.987144,615,650,12.4341
